merge_key,Structure Author,PubMed Central ID,PubMed ID,Release Date,Ligand,PDB ID,Disulfide Bond Count per Deposited Model,DOI,Title,Expression Host,Source Organism,Molecular Weight (Entity),Oligomeric State,Glycosylation Site,SLC_ID,GENE,RESOLUTION,XRAY/EM,METHOD,AGGREGATION STATE,RECONSTRUCTION METHOD
8D2V,"Nguyen, C., Lei, H.T., Lai, L.T.F., Gallentino, M.J., Mu, X., Matthies, D., Gonen, T.",PMC10167227,37156797.0,2023-05-10,,8D2V,4.0,10.1038/s41467-023-37702-7,Lipid flipping in the omega-3 fatty-acid transporter.,Mus musculus,Mus musculus,20.675,Hetero 3-mer,,MFSD2A,MFSD2A,4.10 Å,: Hetero 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8D2V,"Nguyen, C., Lei, H.T., Lai, L.T.F., Gallentino, M.J., Mu, X., Matthies, D., Gonen, T.",PMC10167227,37156797.0,2023-05-10,,8D2V,4.0,10.1038/s41467-023-37702-7,Lipid flipping in the omega-3 fatty-acid transporter.,Mus musculus,Mus musculus,20.568,Hetero 3-mer,,MFSD2A,MFSD2A,4.10 Å,: Hetero 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8D2W,"Nguyen, C., Lei, H.T., Lai, L.T.F., Gallentino, M.J., Mu, X., Matthies, D., Gonen, T.",PMC10167227,37156797.0,2023-05-10,,8D2W,4.0,10.1038/s41467-023-37702-7,Lipid flipping in the omega-3 fatty-acid transporter.,Spodoptera frugiperda,Danio rerio,56.684,Hetero 3-mer,,MFSD2A,MFSD2A,3.40 Å,: Hetero 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8D2W,"Nguyen, C., Lei, H.T., Lai, L.T.F., Gallentino, M.J., Mu, X., Matthies, D., Gonen, T.",PMC10167227,37156797.0,2023-05-10,,8D2W,4.0,10.1038/s41467-023-37702-7,Lipid flipping in the omega-3 fatty-acid transporter.,Mus musculus,Mus musculus,20.675,Hetero 3-mer,,MFSD2A,MFSD2A,3.40 Å,: Hetero 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8D2W,"Nguyen, C., Lei, H.T., Lai, L.T.F., Gallentino, M.J., Mu, X., Matthies, D., Gonen, T.",PMC10167227,37156797.0,2023-05-10,,8D2W,4.0,10.1038/s41467-023-37702-7,Lipid flipping in the omega-3 fatty-acid transporter.,Mus musculus,Mus musculus,20.568,Hetero 3-mer,,MFSD2A,MFSD2A,3.40 Å,: Hetero 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8D2X,"Nguyen, C., Lei, H.T., Lai, L.T.F., Gallentino, M.J., Mu, X., Matthies, D., Gonen, T.",PMC10167227,37156797.0,2023-05-10,,8D2X,4.0,10.1038/s41467-023-37702-7,Lipid flipping in the omega-3 fatty-acid transporter.,Spodoptera frugiperda,Danio rerio,56.684,Hetero 3-mer,,MFSD2A,MFSD2A,3.40 Å,: Hetero 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8D2X,"Nguyen, C., Lei, H.T., Lai, L.T.F., Gallentino, M.J., Mu, X., Matthies, D., Gonen, T.",PMC10167227,37156797.0,2023-05-10,,8D2X,4.0,10.1038/s41467-023-37702-7,Lipid flipping in the omega-3 fatty-acid transporter.,Mus musculus,Mus musculus,20.675,Hetero 3-mer,,MFSD2A,MFSD2A,3.40 Å,: Hetero 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8D2X,"Nguyen, C., Lei, H.T., Lai, L.T.F., Gallentino, M.J., Mu, X., Matthies, D., Gonen, T.",PMC10167227,37156797.0,2023-05-10,,8D2X,4.0,10.1038/s41467-023-37702-7,Lipid flipping in the omega-3 fatty-acid transporter.,Mus musculus,Mus musculus,20.568,Hetero 3-mer,,MFSD2A,MFSD2A,3.40 Å,: Hetero 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7OIX,"Martinez-Molledo, M., Reyes, N.",4597316,35710838.0,2022-06-01,,7OIX,5.0,10.1038/s41594-022-00786-8,Structural insights into the lysophospholipid brain uptake mechanism and its inhibition by syncytin-2.,Homo sapiens,Homo sapiens,59.613,Hetero 2-mer,N-Glycosylation,MFSD2A,MFSD2A,3.60 Å,: Hetero 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7OIX,"Martinez-Molledo, M., Reyes, N.",4597316,35710838.0,2022-06-01,,7OIX,5.0,10.1038/s41594-022-00786-8,Structural insights into the lysophospholipid brain uptake mechanism and its inhibition by syncytin-2.,Homo sapiens,Homo sapiens,58.541,Hetero 2-mer,N-Glycosylation,MFSD2A,MFSD2A,3.60 Å,: Hetero 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7KGV,"Lei, H., Mu, X., Hattne, J., Gonen, T.",PMC9994763,33296665.0,2020-12-23,,7KGV,8.0,10.1016/j.str.2020.11.014,A conformational change in the N terminus of SLC38A9 signals mTORC1 activation.,Spodoptera frugiperda,Danio rerio,62.004,Hetero 3-mer,,SLC38A9,SLC38A9,3.40 Å,: Hetero 3-mer -,X-RAY DIFFRACTION,,
7KGV,"Lei, H., Mu, X., Hattne, J., Gonen, T.",PMC9994763,33296665.0,2020-12-23,,7KGV,8.0,10.1016/j.str.2020.11.014,A conformational change in the N terminus of SLC38A9 signals mTORC1 activation.,Spodoptera frugiperda,Mus musculus,22.575,Hetero 3-mer,,SLC38A9,SLC38A9,3.40 Å,: Hetero 3-mer -,X-RAY DIFFRACTION,,
7KGV,"Lei, H., Mu, X., Hattne, J., Gonen, T.",PMC9994763,33296665.0,2020-12-23,,7KGV,8.0,10.1016/j.str.2020.11.014,A conformational change in the N terminus of SLC38A9 signals mTORC1 activation.,Spodoptera frugiperda,Mus musculus,23.398,Hetero 3-mer,,SLC38A9,SLC38A9,3.40 Å,: Hetero 3-mer -,X-RAY DIFFRACTION,,
6C08,"Lei, H.-T., Gonen, T.",PMC7346717,29872228.0,2018-06-20,,6C08,6.0,10.1038/s41594-018-0072-2,Crystal structure of arginine-bound lysosomal transporter SLC38A9 in the cytosol-open state.,,Mus musculus,22.696,Hetero 3-mer,,SLC38A9,SLC38A9,3.17 Å,: Hetero 3-mer -,X-RAY DIFFRACTION,,
6C08,"Lei, H.-T., Gonen, T.",PMC7346717,29872228.0,2018-06-20,,6C08,6.0,10.1038/s41594-018-0072-2,Crystal structure of arginine-bound lysosomal transporter SLC38A9 in the cytosol-open state.,,Mus musculus,23.411,Hetero 3-mer,,SLC38A9,SLC38A9,3.17 Å,: Hetero 3-mer -,X-RAY DIFFRACTION,,
6C08,"Lei, H.-T., Gonen, T.",PMC7346717,29872228.0,2018-06-20,,6C08,6.0,10.1038/s41594-018-0072-2,Crystal structure of arginine-bound lysosomal transporter SLC38A9 in the cytosol-open state.,Spodoptera frugiperda,Danio rerio,54.116,Hetero 3-mer,,SLC38A9,SLC38A9,3.17 Å,: Hetero 3-mer -,X-RAY DIFFRACTION,,
6WJ2,"Fromm, S.A., Hurley, J.H.",PMC7644641,32868926.0,2020-09-02,,6WJ2,,10.1038/s41594-020-0490-9,Structural mechanism for amino acid-dependent Rag GTPase nucleotide state switching by SLC38A9.,Spodoptera frugiperda,Homo sapiens,18.325,Hetero 8-mer,,SLC38A9,SLC38A9,3.20 Å,: Hetero 8-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6WJ2,"Fromm, S.A., Hurley, J.H.",PMC7644641,32868926.0,2020-09-02,,6WJ2,,10.1038/s41594-020-0490-9,Structural mechanism for amino acid-dependent Rag GTPase nucleotide state switching by SLC38A9.,Spodoptera frugiperda,Homo sapiens,13.646,Hetero 8-mer,,SLC38A9,SLC38A9,3.20 Å,: Hetero 8-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6WJ2,"Fromm, S.A., Hurley, J.H.",PMC7644641,32868926.0,2020-09-02,,6WJ2,,10.1038/s41594-020-0490-9,Structural mechanism for amino acid-dependent Rag GTPase nucleotide state switching by SLC38A9.,Spodoptera frugiperda,Homo sapiens,10.753,Hetero 8-mer,,SLC38A9,SLC38A9,3.20 Å,: Hetero 8-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6WJ2,"Fromm, S.A., Hurley, J.H.",PMC7644641,32868926.0,2020-09-02,,6WJ2,,10.1038/s41594-020-0490-9,Structural mechanism for amino acid-dependent Rag GTPase nucleotide state switching by SLC38A9.,Spodoptera frugiperda,Homo sapiens,18.179,Hetero 8-mer,,SLC38A9,SLC38A9,3.20 Å,: Hetero 8-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6WJ2,"Fromm, S.A., Hurley, J.H.",PMC7644641,32868926.0,2020-09-02,,6WJ2,,10.1038/s41594-020-0490-9,Structural mechanism for amino acid-dependent Rag GTPase nucleotide state switching by SLC38A9.,Spodoptera frugiperda,Homo sapiens,39.362,Hetero 8-mer,,SLC38A9,SLC38A9,3.20 Å,: Hetero 8-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6WJ2,"Fromm, S.A., Hurley, J.H.",PMC7644641,32868926.0,2020-09-02,,6WJ2,,10.1038/s41594-020-0490-9,Structural mechanism for amino acid-dependent Rag GTPase nucleotide state switching by SLC38A9.,Spodoptera frugiperda,Homo sapiens,44.758,Hetero 8-mer,,SLC38A9,SLC38A9,3.20 Å,: Hetero 8-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6WJ2,"Fromm, S.A., Hurley, J.H.",PMC7644641,32868926.0,2020-09-02,,6WJ2,,10.1038/s41594-020-0490-9,Structural mechanism for amino acid-dependent Rag GTPase nucleotide state switching by SLC38A9.,Homo sapiens,Homo sapiens,13.61,Hetero 8-mer,,SLC38A9,SLC38A9,3.20 Å,: Hetero 8-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6WJ2,"Fromm, S.A., Hurley, J.H.",PMC7644641,32868926.0,2020-09-02,,6WJ2,,10.1038/s41594-020-0490-9,Structural mechanism for amino acid-dependent Rag GTPase nucleotide state switching by SLC38A9.,Spodoptera frugiperda,Homo sapiens,13.638,Hetero 8-mer,,SLC38A9,SLC38A9,3.20 Å,: Hetero 8-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6WJ3,"Fromm, S.A., Hurley, J.H.",PMC7644641,32868926.0,2020-09-02,,6WJ3,,10.1038/s41594-020-0490-9,Structural mechanism for amino acid-dependent Rag GTPase nucleotide state switching by SLC38A9.,Spodoptera frugiperda,Homo sapiens,18.325,Hetero 8-mer,,SLC38A9,SLC38A9,3.90 Å,: Hetero 8-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6WJ3,"Fromm, S.A., Hurley, J.H.",PMC7644641,32868926.0,2020-09-02,,6WJ3,,10.1038/s41594-020-0490-9,Structural mechanism for amino acid-dependent Rag GTPase nucleotide state switching by SLC38A9.,Spodoptera frugiperda,Homo sapiens,13.646,Hetero 8-mer,,SLC38A9,SLC38A9,3.90 Å,: Hetero 8-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6WJ3,"Fromm, S.A., Hurley, J.H.",PMC7644641,32868926.0,2020-09-02,,6WJ3,,10.1038/s41594-020-0490-9,Structural mechanism for amino acid-dependent Rag GTPase nucleotide state switching by SLC38A9.,Spodoptera frugiperda,Homo sapiens,13.638,Hetero 8-mer,,SLC38A9,SLC38A9,3.90 Å,: Hetero 8-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6WJ3,"Fromm, S.A., Hurley, J.H.",PMC7644641,32868926.0,2020-09-02,,6WJ3,,10.1038/s41594-020-0490-9,Structural mechanism for amino acid-dependent Rag GTPase nucleotide state switching by SLC38A9.,Spodoptera frugiperda,Homo sapiens,10.753,Hetero 8-mer,,SLC38A9,SLC38A9,3.90 Å,: Hetero 8-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6WJ3,"Fromm, S.A., Hurley, J.H.",PMC7644641,32868926.0,2020-09-02,,6WJ3,,10.1038/s41594-020-0490-9,Structural mechanism for amino acid-dependent Rag GTPase nucleotide state switching by SLC38A9.,Spodoptera frugiperda,Homo sapiens,18.179,Hetero 8-mer,,SLC38A9,SLC38A9,3.90 Å,: Hetero 8-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6WJ3,"Fromm, S.A., Hurley, J.H.",PMC7644641,32868926.0,2020-09-02,,6WJ3,,10.1038/s41594-020-0490-9,Structural mechanism for amino acid-dependent Rag GTPase nucleotide state switching by SLC38A9.,Spodoptera frugiperda,Homo sapiens,39.362,Hetero 8-mer,,SLC38A9,SLC38A9,3.90 Å,: Hetero 8-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6WJ3,"Fromm, S.A., Hurley, J.H.",PMC7644641,32868926.0,2020-09-02,,6WJ3,,10.1038/s41594-020-0490-9,Structural mechanism for amino acid-dependent Rag GTPase nucleotide state switching by SLC38A9.,Spodoptera frugiperda,Homo sapiens,44.758,Hetero 8-mer,,SLC38A9,SLC38A9,3.90 Å,: Hetero 8-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6WJ3,"Fromm, S.A., Hurley, J.H.",PMC7644641,32868926.0,2020-09-02,,6WJ3,,10.1038/s41594-020-0490-9,Structural mechanism for amino acid-dependent Rag GTPase nucleotide state switching by SLC38A9.,Homo sapiens,Homo sapiens,13.61,Hetero 8-mer,,SLC38A9,SLC38A9,3.90 Å,: Hetero 8-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8DHB,"Jansen, R.M., Hurley, J.H.",PMC9473554,36103527.0,2022-09-28,,8DHB,1.0,10.1126/sciadv.add2926,Structural basis for FLCN RagC GAP activation in MiT-TFE substrate-selective mTORC1 regulation.,Homo sapiens,Homo sapiens,44.384,Hetero 10-mer,,SLC38A9,SLC38A9,3.53 Å,: Hetero 10-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8DHB,"Jansen, R.M., Hurley, J.H.",PMC9473554,36103527.0,2022-09-28,,8DHB,1.0,10.1126/sciadv.add2926,Structural basis for FLCN RagC GAP activation in MiT-TFE substrate-selective mTORC1 regulation.,Spodoptera frugiperda,Homo sapiens,39.362,Hetero 10-mer,,SLC38A9,SLC38A9,3.53 Å,: Hetero 10-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8DHB,"Jansen, R.M., Hurley, J.H.",PMC9473554,36103527.0,2022-09-28,,8DHB,1.0,10.1126/sciadv.add2926,Structural basis for FLCN RagC GAP activation in MiT-TFE substrate-selective mTORC1 regulation.,Spodoptera frugiperda,Homo sapiens,18.325,Hetero 10-mer,,SLC38A9,SLC38A9,3.53 Å,: Hetero 10-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8DHB,"Jansen, R.M., Hurley, J.H.",PMC9473554,36103527.0,2022-09-28,,8DHB,1.0,10.1126/sciadv.add2926,Structural basis for FLCN RagC GAP activation in MiT-TFE substrate-selective mTORC1 regulation.,Spodoptera frugiperda,Homo sapiens,13.646,Hetero 10-mer,,SLC38A9,SLC38A9,3.53 Å,: Hetero 10-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8DHB,"Jansen, R.M., Hurley, J.H.",PMC9473554,36103527.0,2022-09-28,,8DHB,1.0,10.1126/sciadv.add2926,Structural basis for FLCN RagC GAP activation in MiT-TFE substrate-selective mTORC1 regulation.,Homo sapiens,Homo sapiens,10.753,Hetero 10-mer,,SLC38A9,SLC38A9,3.53 Å,: Hetero 10-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8DHB,"Jansen, R.M., Hurley, J.H.",PMC9473554,36103527.0,2022-09-28,,8DHB,1.0,10.1126/sciadv.add2926,Structural basis for FLCN RagC GAP activation in MiT-TFE substrate-selective mTORC1 regulation.,Homo sapiens,Homo sapiens,18.179,Hetero 10-mer,,SLC38A9,SLC38A9,3.53 Å,: Hetero 10-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8DHB,"Jansen, R.M., Hurley, J.H.",PMC9473554,36103527.0,2022-09-28,,8DHB,1.0,10.1126/sciadv.add2926,Structural basis for FLCN RagC GAP activation in MiT-TFE substrate-selective mTORC1 regulation.,Homo sapiens,Homo sapiens,41.001,Hetero 10-mer,,SLC38A9,SLC38A9,3.53 Å,: Hetero 10-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8DHB,"Jansen, R.M., Hurley, J.H.",PMC9473554,36103527.0,2022-09-28,,8DHB,1.0,10.1126/sciadv.add2926,Structural basis for FLCN RagC GAP activation in MiT-TFE substrate-selective mTORC1 regulation.,Homo sapiens,Homo sapiens,149.866,Hetero 10-mer,,SLC38A9,SLC38A9,3.53 Å,: Hetero 10-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8DHB,"Jansen, R.M., Hurley, J.H.",PMC9473554,36103527.0,2022-09-28,,8DHB,1.0,10.1126/sciadv.add2926,Structural basis for FLCN RagC GAP activation in MiT-TFE substrate-selective mTORC1 regulation.,Homo sapiens,Homo sapiens,69.143,Hetero 10-mer,,SLC38A9,SLC38A9,3.53 Å,: Hetero 10-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8DHB,"Jansen, R.M., Hurley, J.H.",PMC9473554,36103527.0,2022-09-28,,8DHB,1.0,10.1126/sciadv.add2926,Structural basis for FLCN RagC GAP activation in MiT-TFE substrate-selective mTORC1 regulation.,Spodoptera frugiperda,Homo sapiens,13.638,Hetero 10-mer,,SLC38A9,SLC38A9,3.53 Å,: Hetero 10-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7WWB,"Chi, X.M., Zhou, Q.",,35700727.0,2022-06-22,,7WWB,,10.1016/j.str.2022.05.015,Rational exploration of fold atlas for human solute carrier proteins.,Homo sapiens,Homo sapiens,73.37,Homo 2-mer,,SLC44A1,SLC44A1,3.86 Å,: Homo 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8TZI,"Wright, N.J., Lee, S.Y.",,,2024-08-28,,8TZI,,,Rational ENT1 inhibition as a pathway for neuropathic pain relief,Homo sapiens,Homo sapiens,48.864,Monomer,,SLC29A1,SLC29A1,2.70 Å,: Monomer -,X-RAY DIFFRACTION,,
6OB6,"Wright, N.J., Lee, S.-Y.",PMC6705415,31235912.0,2019-07-03,NBM,6OB6,,10.1038/s41594-019-0245-7,Structures of human ENT1 in complex with adenosine reuptake inhibitors.,Homo sapiens,Homo sapiens,48.864,Monomer,,SLC29A1,SLC29A1,2.90 Å,: Monomer -,X-RAY DIFFRACTION,,
6OB7,"Wright, N.J., Lee, S.-Y.",PMC6705415,31235912.0,2019-07-03,8DZ,6OB7,,10.1038/s41594-019-0245-7,Structures of human ENT1 in complex with adenosine reuptake inhibitors.,Homo sapiens,Homo sapiens,48.864,Monomer,,SLC29A1,SLC29A1,2.30 Å,: Monomer -,X-RAY DIFFRACTION,,
6M23,"Chi, X.M., Li, X.R., Chen, Y., Zhang, Y.Y., Su, Q., Zhou, Q.",PMC8182806,33199848.0,2020-11-04,,6M23,2.0,10.1038/s41422-020-00437-x,Cryo-EM structures of the full-length human KCC2 and KCC3 cation-chloride cotransporters.,Homo sapiens,Homo sapiens,125.296,Homo 2-mer,N-Glycosylation,SLC12A5,SLC12A5,3.20 Å,: Homo 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6M1Y,"Chi, X.M., Li, X.R., Chen, Y., Zhang, Y.Y., Su, Q., Zhou, Q.",PMC8182806,33199848.0,2020-11-04,,6M1Y,4.0,10.1038/s41422-020-00437-x,Cryo-EM structures of the full-length human KCC2 and KCC3 cation-chloride cotransporters.,Homo sapiens,Homo sapiens,123.878,Homo 2-mer,N-Glycosylation,SLC12A5,SLC12A5,3.20 Å,: Homo 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6M22,"Chi, X.M., Li, X.R., Chen, Y., Zhang, Y.Y., Su, Q., Zhou, Q.",PMC8182806,33199848.0,2020-11-04,,6M22,2.0,10.1038/s41422-020-00437-x,Cryo-EM structures of the full-length human KCC2 and KCC3 cation-chloride cotransporters.,Homo sapiens,Homo sapiens,123.718,Homo 2-mer,,SLC12A5,SLC12A5,2.70 Å,: Homo 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6M22,"Chi, X.M., Li, X.R., Chen, Y., Zhang, Y.Y., Su, Q., Zhou, Q.",PMC8182806,33199848.0,2020-11-04,,6M22,2.0,10.1038/s41422-020-00437-x,Cryo-EM structures of the full-length human KCC2 and KCC3 cation-chloride cotransporters.,Homo sapiens,Homo sapiens,123.718,Homo 2-mer,N-Glycosylation,SLC12A5,SLC12A5,2.70 Å,: Homo 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7D14,"Zhang, S., Yang, M.",PMC7889885,33597714.0,2021-04-14,,7D14,,10.1038/s42003-021-01750-w,The structural basis of function and regulation of neuronal cotransporters NKCC1 and KCC2.,Homo sapiens,Mus musculus,126.402,Homo 2-mer,,SLC12A5,SLC12A5,3.80 Å,: Homo 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7D8Z,"Xie, Y., Chang, S., Zhao, C., Ye, S., Guo, J.",PMC7732191,33310850.0,2020-12-30,,7D8Z,8.0,10.1126/sciadv.abc5883,Structures and an activation mechanism of human potassium-chloride cotransporters.,Homo sapiens,Homo sapiens,128.486,Homo 2-mer,N-Glycosylation,SLC12A5,SLC12A5,3.40 Å,: Homo 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8TZ2,"Wright, N.J., Lee, S.-Y.",7102703,38418906.0,2024-03-13,,8TZ2,,10.1038/s41589-024-01559-8,Antiviral drug recognition and elevator-type transport motions of CNT3.,Spodoptera frugiperda,Bos taurus,79.377,Homo 3-mer,,SLC28A3,SLC28A3,2.80 Å,: Homo 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8TZ3,"Wright, N.J., Lee, S.-Y.",7102703,38418906.0,2024-03-13,,8TZ3,,10.1038/s41589-024-01559-8,Antiviral drug recognition and elevator-type transport motions of CNT3.,Spodoptera frugiperda,Bos taurus,79.377,Homo 3-mer,,SLC28A3,SLC28A3,2.31 Å,: Homo 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8TZ4,"Wright, N.J., Lee, S.-Y.",7102703,38418906.0,2024-03-13,,8TZ4,,10.1038/s41589-024-01559-8,Antiviral drug recognition and elevator-type transport motions of CNT3.,Spodoptera frugiperda,Bos taurus,79.377,Homo 3-mer,,SLC28A3,SLC28A3,3.23 Å,: Homo 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8TZ5,"Wright, N.J., Lee, S.-Y.",7102703,38418906.0,2024-03-13,,8TZ5,,10.1038/s41589-024-01559-8,Antiviral drug recognition and elevator-type transport motions of CNT3.,Spodoptera frugiperda,Bos taurus,79.377,Homo 3-mer,,SLC28A3,SLC28A3,2.74 Å,: Homo 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8TZ6,"Wright, N.J., Lee, S.-Y.",7102703,38418906.0,2024-03-13,,8TZ6,,10.1038/s41589-024-01559-8,Antiviral drug recognition and elevator-type transport motions of CNT3.,Spodoptera frugiperda,Bos taurus,79.377,Homo 3-mer,,SLC28A3,SLC28A3,2.69 Å,: Homo 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8TZ7,"Wright, N.J., Lee, S.-Y.",7102703,38418906.0,2024-03-13,,8TZ7,,10.1038/s41589-024-01559-8,Antiviral drug recognition and elevator-type transport motions of CNT3.,Spodoptera frugiperda,Bos taurus,79.377,Homo 3-mer,,SLC28A3,SLC28A3,3.00 Å,: Homo 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8TZ8,"Wright, N.J., Lee, S.-Y.",7102703,38418906.0,2024-03-13,,8TZ8,,10.1038/s41589-024-01559-8,Antiviral drug recognition and elevator-type transport motions of CNT3.,Spodoptera frugiperda,Bos taurus,79.377,Homo 3-mer,,SLC28A3,SLC28A3,3.19 Å,: Homo 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8TZ9,"Wright, N.J., Lee, S.-Y.",7102703,38418906.0,2024-03-13,,8TZ9,,10.1038/s41589-024-01559-8,Antiviral drug recognition and elevator-type transport motions of CNT3.,Spodoptera frugiperda,Bos taurus,79.377,Homo 3-mer,,SLC28A3,SLC28A3,3.67 Å,: Homo 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8TZA,"Wright, N.J., Lee, S.-Y.",7102703,38418906.0,2024-03-13,,8TZA,,10.1038/s41589-024-01559-8,Antiviral drug recognition and elevator-type transport motions of CNT3.,Spodoptera frugiperda,Bos taurus,79.377,Homo 3-mer,,SLC28A3,SLC28A3,3.43 Å,: Homo 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8TZD,"Wright, N.J., Lee, S.-Y.",7102703,38418906.0,2024-03-13,,8TZD,,10.1038/s41589-024-01559-8,Antiviral drug recognition and elevator-type transport motions of CNT3.,Spodoptera frugiperda,Bos taurus,71.078,Homo 3-mer,,SLC28A3,SLC28A3,3.20 Å,: Homo 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8TZ1,"Wright, N.J., Lee, S.-Y.",7102703,38418906.0,2024-03-13,,8TZ1,,10.1038/s41589-024-01559-8,Antiviral drug recognition and elevator-type transport motions of CNT3.,Spodoptera frugiperda,Bos taurus,79.377,Homo 3-mer,,SLC28A3,SLC28A3,2.54 Å,: Homo 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6KSW,"Zhou, Y.X., Liao, L.H., Li, J.L., Xiao, Q.J., Sun, L.F., Deng, D.",PMC7440666,32776918.0,2020-08-26,,6KSW,,10.1371/journal.pbio.3000790,Cryo-EM structure of the human concentrative nucleoside transporter CNT3.,Spodoptera frugiperda,Homo sapiens,70.37,Homo 3-mer,,SLC28A3,SLC28A3,3.60 Å,: Homo 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8X5E,"Jiang, D.H., Yan, R.",7381174,39169184.0,2024-07-03,,8X5E,1.0,10.1038/s41586-024-07852-9,Human XPR1 structures reveal phosphate export mechanism.,Homo sapiens,Homo sapiens,54.831,Monomer,,XPR1,XPR1,3.61 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8X5B,"Jiang, D.H., Yan, R.",7381174,39169184.0,2024-07-03,,8X5B,,10.1038/s41586-024-07852-9,Human XPR1 structures reveal phosphate export mechanism.,Homo sapiens,Homo sapiens,54.831,Homo 2-mer,,XPR1,XPR1,2.84 Å,: Homo 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8X5F,"Jiang, D.H., Yan, R.",7381174,39169184.0,2024-07-03,,8X5F,2.0,10.1038/s41586-024-07852-9,Human XPR1 structures reveal phosphate export mechanism.,Homo sapiens,Homo sapiens,81.635,Homo 2-mer,,XPR1,XPR1,2.96 Å,: Homo 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
