Entry ID,Structure Author,Crystal Growth Procedure,Structural Genomics Project Center Name,PubMed Central ID,PubMed ID,Release Date,Ligand,PDB ID,Disulfide Bond Count per Deposited Model,Structure Determination Methodology,Data Collection Resolution,DOI,Title,Expression Host,Source Organism,Molecular Weight (Entity),Oligomeric State,Glycosylation Site,SLC_ID
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
7P9U,"Parker, J.L., Deme, J.C., Lea, S.M., Newstead, S.",,,PMC8654953,34880232,2021-11-17,,7P9U,1,experimental,,10.1038/s41467-021-27414-1,Molecular basis for redox control by the human cystine/glutamate antiporter system xc .,Homo sapiens,Homo sapiens,69.162,Hetero 2-mer,,SLC3A2
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,56.467,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC2A3
5C65,"Pike, A.C.W., Quigley, A., Chu, A., Tessitore, A., Xia, X., Mukhopadhyay, S., Wang, D., Kupinska, K., Strain-Damerell, C., Chalk, R., Burgess-Brown, N.A., Edwards, A.M., Arrowsmith, C.H., Bountra, C., Carpenter, E.P., Structural Genomics Consortium (SGC)","0.1M citrate pH 5.5, 29% PEG400, 0.1M lithium sulfate",Structural Genomics Consortium,,,2015-07-08,,5C65,,experimental,2.65,,Structure of the human glucose transporter GLUT3 / SLC2A3,Spodoptera frugiperda,Homo sapiens,52.519,Monomer,,SLC2A3
,,,,,,,,,,,,,,,,,Monomer,,SLC2A3
4ZWB,"Deng, D., Sun, P.C., Yan, C.Y., Yan, N.","38-40% PEG 400, 100 mM Mg (CHO2)2, 50 mM maltose, 100 mM ADA",,,26176916,2015-07-22,,4ZWB,,experimental,2.4,10.1038/nature14655,Molecular basis of ligand recognition and transport by glucose transporters,Spodoptera frugiperda,Homo sapiens,56.474,Monomer,,SLC2A3
,,,,,,,,,,,,,,,,,,,SLC2A3
4ZWC,"Deng, D., Sun, P.C., Yan, C.Y., Yan, N.","34% PEG 400, 400 mM (NH4)2HPO4, 50 mM Maltose, 100 mM ADA",,,26176916,2015-07-22,,4ZWC,,experimental,2.6,10.1038/nature14655,Molecular basis of ligand recognition and transport by glucose transporters,Spodoptera frugiperda,Homo sapiens,56.474,Monomer,,SLC2A3
,,,,,,,,,,,,,,,,,Monomer,,SLC2A3
,,,,,,,,,,,,,,,,,,,SLC2A3
,,,,,,,,,,,,,,,,,,,SLC2A3
7CRZ,"Yuan, Y.Y., Zhang, S., Wang, N., Jiang, X., Yan, N.","0.1 M NH4Cl, 0.1 M HEPES pH 7.0,  40% PEG 400",,PMC7826358,33402433,2021-01-13,,7CRZ,,experimental,2.3,10.1073/pnas.2017749118,Orthosteric-allosteric dual inhibitors of PfHT1 as selective antimalarial agents.,Spodoptera frugiperda,Homo sapiens,56.474,Monomer,,SLC2A3
7SPS,"Wang, N., Jiang, X., Yan, N.","40% v/v PEG400, 100 mM sodium citrate, pH 5.7, 400 mM potassium formate",,PMC9098912,35552392,2022-05-18,,7SPS,,experimental,2.3,10.1038/s41467-022-30326-3,Molecular basis for inhibiting human glucose transporters by exofacial inhibitors.,Spodoptera frugiperda,Homo sapiens,56.908,Monomer,,SLC2A3
,,,,,,,,,,,,,,,,,Monomer,,SLC2A3
7SPT,"Wang, N., Jiang, X., Yan, N.","40% v/v PEG400, 100 mM Tris, pH 7.6, 100 mM magnesium chloride",,PMC9098912,35552392,2022-05-18,,7SPT,,experimental,2.1,10.1038/s41467-022-30326-3,Molecular basis for inhibiting human glucose transporters by exofacial inhibitors.,Spodoptera frugiperda,Homo sapiens,57.08,Monomer,,SLC2A3
4ZW9,"Deng, D., Sun, P.C., Yan, C.Y., Yan, N.","28%(v/v) PEG400, 0.1M HEPES, 50 mM ammonium citrate",,,26176916,2015-07-22,,4ZW9,,experimental,1.5,10.1038/nature14655,Molecular basis of ligand recognition and transport by glucose transporters,Spodoptera frugiperda,Homo sapiens,56.474,Monomer,,SLC2A3
,,,,,,,,,,,,,,,,,,,SLC2A4
7DTA,"Duan, B., Xia, B.",,,,33983734,2021-07-21,,7DTA,,experimental,,10.1021/jacs.1c00599,Selective Nonmethylated CpG DNA Recognition Mechanism of Cysteine Clamp Domains.,Escherichia coli K-12,Homo sapiens,4.033,Monomer,,SLC2A4
,,,,,,,,,,,,,,,Homo sapiens,3.374,,,SLC2A4
,,,,,,,,,,,,,,,Homo sapiens,3.334,,,SLC2A4
7WSM,"Yuan, Y., Kong, F., Xu, H., Zhu, A., Yan, N., Yan, C.",,,PMC9106701,35562357,2022-05-18,,7WSM,,experimental,,10.1038/s41467-022-30235-5,Cryo-EM structure of human glucose transporter GLUT4.,Homo sapiens,Homo sapiens,56.108,Monomer,N-Glycosylation,SLC2A4
,,,,,,,,,,,,,,,,,,,SLC2A4
,,,,,,,,,,,,,,,,,,,SLC2A4
7WSN,"Yuan, Y., Kong, F., Xu, H., Zhu, A., Yan, N., Yan, C.",,,PMC9106701,35562357,2022-05-18,,7WSN,,experimental,,10.1038/s41467-022-30235-5,Cryo-EM structure of human glucose transporter GLUT4.,Homo sapiens,Homo sapiens,56.108,Monomer,N-Glycosylation,SLC2A4
,,,,,,,,,,,,,,,,,,,SLC2A4
,,,,,,,,,,,,,,,,,,,SLC2A4
,,,,,,,,,,,,,,,,,,,SLC9A1
1Y4E,"Slepkov, E.R., Rainey, J.K., Li, X., Liu, Y., Lindhout, D.A., Sykes, B.D., Fliegel, L.",,,,15677483,2005-02-01,,1Y4E,,experimental,,10.1074/jbc.M409608200,Structural and functional characterization of transmembrane segment IV of the NHE1 isoform of the Na+/H+ exchanger.,Escherichia coli,Homo sapiens,3.14,Monomer,,SLC9A1
2MDF,"Lee, B.L., Sykes, B.D., Alves, C., Fliegel, L.",,,,24840010,2014-07-02,,2MDF,,experimental,,10.1021/bi500392y,Structural and Functional Analysis of the Transmembrane Segment Pair VI and VII of the NHE1 Isoform of the Na(+)/H(+) Exchanger.,Escherichia coli,Homo sapiens,6.257,Monomer,,SLC9A1
7DSW,"Dong, Y., Gao, Y., Li, B., Zhang, X.C., Zhao, Y.",,,PMC8190280,34108458,2021-06-23,,7DSW,,experimental,,10.1038/s41467-021-23496-z,Structure and mechanism of the human NHE1-CHP1 complex.,Homo sapiens,Homo sapiens,46.61,Homo 2-mer,,SLC9A1
7DSV,"Dong, Y., Gao, Y., Li, B., Zhang, X.C., Zhao, Y.",,,PMC8190280,34108458,2021-06-23,,7DSV,,experimental,,10.1038/s41467-021-23496-z,Structure and mechanism of the human NHE1-CHP1 complex.,Homo sapiens,Homo sapiens,52.893,Hetero 4-mer,,SLC9A1
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,21.37,,,SLC9A1
7DSX,"Dong, Y., Gao, Y., Li, B., Zhang, X.C., Zhao, Y.",,,PMC8190280,34108458,2021-06-23,,7DSX,,experimental,,10.1038/s41467-021-23496-z,Structure and mechanism of the human NHE1-CHP1 complex.,Homo sapiens,Homo sapiens,21.37,Hetero 4-mer,,SLC9A1
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,57.1,,,SLC9A1
6ZBI,"Prestel, A., Kragelund, B.B., Pedersen, E.S., Pedersen, S.F., Sjoegaard-Frich, L.M.",,,PMC8009664,33655882,2021-03-17,,6ZBI,,experimental,,10.7554/eLife.60889,Dynamic Na + /H + exchanger 1 (NHE1) - calmodulin complexes of varying stoichiometry and structure regulate Ca 2+ -dependent NHE1 activation.,Escherichia coli BL21,Homo sapiens,16.721,Hetero 3-mer,,SLC9A1
,,,,,,,,,,,,,,Escherichia coli BL21,Homo sapiens,4.405,,,SLC9A1
6NUC,"Wang, X., Page, R., Peti, W.","40% (v/v) PEG 600, 100 mM CHES/ Sodium hydroxide pH 9.5, 0.2 M MgCl2",,PMC6677818,31375679,2019-07-03,,6NUC,,experimental,1.9,10.1038/s41467-019-11391-7,Molecular basis for the binding and selective dephosphorylation of Na+/H+exchanger 1 by calcineurin.,Escherichia coli,Homo sapiens,42.855,Hetero 3-mer,,SLC9A1
,,,,,,,,,,,,,,Escherichia coli,Homo sapiens,17.755,,,SLC9A1
,,,,,,,,,,,,,,Escherichia coli,Homo sapiens,5.268,,,SLC9A1
6NUF,"Wang, X., Page, R., Peti, W.","40% (v/v) PEG 600, 100 mM CHES/ Sodium hydroxide pH 9.5, 0.2 M MgCl2",,PMC6677818,31375679,2019-07-03,,6NUF,,experimental,1.9,10.1038/s41467-019-11391-7,Molecular basis for the binding and selective dephosphorylation of Na+/H+exchanger 1 by calcineurin.,Escherichia coli,Homo sapiens,5.096,Hetero 3-mer,,SLC9A1
,,,,,,,,,,,,,,Escherichia coli,Homo sapiens,42.855,,,SLC9A1
,,,,,,,,,,,,,,Escherichia coli,Homo sapiens,17.755,,,SLC9A1
6NUU,"Wang, X., Page, R., Peti, W.","40% (v/v) PEG 600, 100 mM CHES/ Sodium hydroxide pH 9.5, 0.2 M MgCl2",,PMC6677818,31375679,2019-07-03,,6NUU,,experimental,2.3,10.1038/s41467-019-11391-7,Molecular basis for the binding and selective dephosphorylation of Na+/H+exchanger 1 by calcineurin.,Escherichia coli,Homo sapiens,42.696,Hetero 3-mer,,SLC9A1
,,,,,,,,,,,,,,Escherichia coli,Homo sapiens,17.755,,,SLC9A1
,,,,,,,,,,,,,,Escherichia coli,Homo sapiens,5.268,,,SLC9A1
,,,,,,,,,,,,,,,,,,,SLC6A4
6DZV,"Coleman, J.A., Yang, D., Gouaux, E.",,,PMC6750207,31019304,2019-04-24,,6DZV,3,experimental,,10.1038/s41586-019-1135-1,Serotonin transporter-ibogaine complexes illuminate mechanisms of inhibition and transport.,Homo sapiens,Homo sapiens,60.678,Hetero 3-mer,N-Glycosylation,SLC6A4
,,,,,,,,,,,,,,Mus musculus,Mus musculus,12.981,,,SLC6A4
,,,,,,,,,,,,,,Mus musculus,Mus musculus,11.776,,,SLC6A4
6DZZ,"Yang, D., Coleman, J.A., Gouaux, E.",,,PMC6750207,31019304,2019-04-24,,6DZZ,3,experimental,,10.1038/s41586-019-1135-1,Serotonin transporter-ibogaine complexes illuminate mechanisms of inhibition and transport.,Homo sapiens,Homo sapiens,61.005,Hetero 3-mer,N-Glycosylation,SLC6A4
,,,,,,,,,,,,,,Mus musculus,Mus musculus,12.981,,,SLC6A4
,,,,,,,,,,,,,,Mus musculus,Mus musculus,11.776,,,SLC6A4
6W2C,"Coleman, J.A., Navratna, V., Yang, D.","100 mM HEPES, pH 7.5, 40 mM magnesium chloride, 32% PEG400",,PMC7470834,32618269,2020-03-25,,6W2C,6,experimental,6.12,10.7554/eLife.56427,Chemical and structural investigation of the paroxetine-human serotonin transporter complex.,Homo sapiens,Homo sapiens,61.704,Hetero 3-mer,,SLC6A4
,,,,,,,,,,,,,,Spodoptera frugiperda,Mus musculus,24.854,,,SLC6A4
,,,,,,,,,,,,,,Spodoptera frugiperda,Mus musculus,23.718,,,SLC6A4
7LI6,"Yang, D., Gouaux, E.",,,PMC8635421,34851672,2021-12-15,,7LI6,3,experimental,,10.1126/sciadv.abl3857,Illumination of serotonin transporter mechanism and role of the allosteric site.,Homo sapiens,Homo sapiens,60.876,Hetero 3-mer,N-Glycosylation,SLC6A4
,,,,,,,,,,,,,,,Mus musculus,12.981,,,SLC6A4
,,,,,,,,,,,,,,,Mus musculus,11.776,,,SLC6A4
7LI7,"Yang, D., Gouaux, E.",,,PMC8635421,34851672,2021-12-15,,7LI7,3,experimental,,10.1126/sciadv.abl3857,Illumination of serotonin transporter mechanism and role of the allosteric site.,Homo sapiens,Homo sapiens,60.678,Hetero 3-mer,N-Glycosylation,SLC6A4
,,,,,,,,,,,,,,,Mus musculus,12.981,,,SLC6A4
,,,,,,,,,,,,,,,Mus musculus,11.776,,,SLC6A4
7LI8,"Yang, D., Gouaux, E.",,,PMC8635421,34851672,2021-12-15,,7LI8,3,experimental,,10.1126/sciadv.abl3857,Illumination of serotonin transporter mechanism and role of the allosteric site.,Homo sapiens,Homo sapiens,60.876,Hetero 3-mer,N-Glycosylation,SLC6A4
,,,,,,,,,,,,,,,Mus musculus,12.981,,,SLC6A4
,,,,,,,,,,,,,,,Mus musculus,11.776,,,SLC6A4
7LI9,"Yang, D., Gouaux, E.",,,PMC8635421,34851672,2021-12-15,,7LI9,3,experimental,,10.1126/sciadv.abl3857,Illumination of serotonin transporter mechanism and role of the allosteric site.,Homo sapiens,Homo sapiens,60.876,Hetero 3-mer,N-Glycosylation,SLC6A4
,,,,,,,,,,,,,,,Mus musculus,12.981,,,SLC6A4
,,,,,,,,,,,,,,,Mus musculus,11.776,,,SLC6A4
7LIA,"Yang, D., Gouaux, E.",,,PMC8635421,34851672,2021-12-15,,7LIA,3,experimental,,10.1126/sciadv.abl3857,Illumination of serotonin transporter mechanism and role of the allosteric site.,Homo sapiens,Homo sapiens,60.876,Hetero 3-mer,N-Glycosylation,SLC6A4
,,,,,,,,,,,,,,,Mus musculus,12.981,,,SLC6A4
,,,,,,,,,,,,,,,Mus musculus,11.776,,,SLC6A4
7TXT,"Singh, I., Seth, A., Billesboelle, C.B., Braz, J., Rodriguiz, R.M., Roy, K., Bekele, B., Craik, V., Huang, X.P., Boytsov, D., Lak, P., O'Donnell, H., Sandtner, W., Roth, B.L., Basbaum, A.I., Wetsel, W.C., Manglik, A., Shoichet, B.K., Rudnick, G.",,,PMC10306110,37137306,2023-03-15,,7TXT,2,experimental,,10.1016/j.cell.2023.04.010,Structure-based discovery of conformationally selective inhibitors of the serotonin transporter.,Homo sapiens,Mus musculus,13.167,Hetero 3-mer,,SLC6A4
,,,,,,,,,,,,,,Homo sapiens,Mus musculus,11.905,,,SLC6A4
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,61.062,,,SLC6A4
5I6Z,"Coleman, J.A., Green, E.M., Gouaux, E.","100 mM Tris pH 8, 250 mM LiCl, 34.7% PEG 400",,PMC4898786,27049939,2016-04-13,,5I6Z,6,experimental,4.53,10.1038/nature17629,X-ray structures and mechanism of the human serotonin transporter.,Homo sapiens,Homo sapiens,61.782,Hetero 3-mer,,SLC6A4
,,,,,,,,,,,,,,Spodoptera frugiperda,Mus musculus,23.688,,,SLC6A4
,,,,,,,,,,,,,,Spodoptera frugiperda,Mus musculus,23.718,,,SLC6A4
5I74,"Coleman, J.A., Green, E.M., Gouaux, E.","100 mM Tris pH 8.5, 125 mM NaCl, 125 mM magnesium chloride, 33.4% PEG 400",,PMC4898786,27049939,2016-04-13,69D,5I74,6,experimental,3.4,10.1038/nature17629,X-ray structures and mechanism of the human serotonin transporter.,Homo sapiens,Homo sapiens,61.69,Hetero 3-mer,,SLC6A4
,,,,,,,,,,,,,,Spodoptera frugiperda,Mus musculus,23.688,,,SLC6A4
,,,,,,,,,,,,,,Spodoptera frugiperda,Mus musculus,23.718,,,SLC6A4
6DZY,"Coleman, J.A., Yang, D., Gouaux, E.",,,PMC6750207,31019304,2019-04-24,,6DZY,5,experimental,,10.1038/s41586-019-1135-1,Serotonin transporter-ibogaine complexes illuminate mechanisms of inhibition and transport.,Homo sapiens,Homo sapiens,60.558,Hetero 4-mer,,SLC6A4
,,,,,,,,,,,,,,Mus musculus,Mus musculus,12.981,,,SLC6A4
,,,,,,,,,,,,,,Mus musculus,Mus musculus,11.776,,,SLC6A4
,,,,,,,,,,,,,,Escherichia coli,Mus musculus,26.22,,,SLC6A4
6VRL,"Coleman, J.A., Navratna, V., Yang, D.",,,PMC7470834,32618269,2020-03-11,,6VRL,3,experimental,,10.7554/eLife.56427,Chemical and structural investigation of the paroxetine-human serotonin transporter complex.,Homo sapiens,Homo sapiens,70.371,Hetero 3-mer,,SLC6A4
,,,,,,,,,,,,,,Spodoptera frugiperda,Mus musculus,23.718,,,SLC6A4
,,,,,,,,,,,,,,Spodoptera frugiperda,Mus musculus,23.688,,,SLC6A4
6W2B,"Coleman, J.A., Navratna, V., Yang, D.","50 mM Tris, pH 8.5, 20 mM sodium sulfate, 20 mM lithium chloride, 36% PEG400, 0.5% 6-aminohexanoic acid",,PMC7470834,32618269,2020-03-25,,6W2B,6,experimental,4.69,10.7554/eLife.56427,Chemical and structural investigation of the paroxetine-human serotonin transporter complex.,Homo sapiens,Homo sapiens,61.704,Hetero 3-mer,,SLC6A4
,,,,,,,,,,,,,,Spodoptera frugiperda,Mus musculus,24.854,,,SLC6A4
,,,,,,,,,,,,,,Spodoptera frugiperda,Mus musculus,23.718,,,SLC6A4
7LWD,"Yang, D., Kalenderoglou, I.E., Gouaux, E., Coleman, J.A., Loland, C.J.",,,PMC8379219,34417466,2021-08-11,,7LWD,3,experimental,,10.1038/s41467-021-25363-3,The antidepressant drug vilazodone is an allosteric inhibitor of the serotonin transporter.,Homo sapiens,Homo sapiens,61.062,Hetero 3-mer,,SLC6A4
,,,,,,,,,,,,,,,Mus musculus,12.981,,,SLC6A4
,,,,,,,,,,,,,,,Mus musculus,11.776,,,SLC6A4
7MGW,"Yang, D., Gouaux, E.",,,PMC8635421,34851672,2021-12-15,,7MGW,3,experimental,,10.1126/sciadv.abl3857,Illumination of serotonin transporter mechanism and role of the allosteric site.,Homo sapiens,Homo sapiens,60.678,Hetero 3-mer,N-Glycosylation,SLC6A4
,,,,,,,,,,,,,,Mus musculus,Mus musculus,12.981,,,SLC6A4
,,,,,,,,,,,,,,Mus musculus,Mus musculus,11.776,,,SLC6A4
5I6X,"Coleman, J.A., Green, E.M., Gouaux, E.","100 mM Tris pH 8.5, 25-125 mM KCl, 32.5-34% PEG 400, 0.5% 6-aminohexanoic acid",,PMC4898786,27049939,2016-04-13,8PR,5I6X,6,experimental,3.14,10.1038/nature17629,X-ray structures and mechanism of the human serotonin transporter.,Homo sapiens,Homo sapiens,61.69,Hetero 3-mer,,SLC6A4
,,,,,,,,,,,,,,Spodoptera frugiperda,Mus musculus,23.688,,,SLC6A4
,,,,,,,,,,,,,,Spodoptera frugiperda,Mus musculus,23.718,,,SLC6A4
5I71,"Coleman, J.A., Green, E.M., Gouaux, E.","100 mM Tris pH 8.5, 25-125 mM KCl, 32.5-34% PEG 400, 0.5% 6-aminohexanoic acid",,PMC4898786,27049939,2016-04-13,68P,5I71,6,experimental,3.15,10.1038/nature17629,X-ray structures and mechanism of the human serotonin transporter.,Homo sapiens,Homo sapiens,61.69,Hetero 3-mer,,SLC6A4
,,,,,,,,,,,,,,Spodoptera frugiperda,Mus musculus,23.688,,,SLC6A4
,,,,,,,,,,,,,,Spodoptera frugiperda,Mus musculus,23.718,,,SLC6A4
5I73,"Coleman, J.A., Green, E.M., Gouaux, E.","100 mM Tris pH 8.5, 25-125 mM KCl, 32.5-34% PEG 400",,PMC4898786,27049939,2016-04-13,68P,5I73,6,experimental,3.24,10.1038/nature17629,X-ray structures and mechanism of the human serotonin transporter.,Homo sapiens,Homo sapiens,61.69,Hetero 3-mer,,SLC6A4
,,,,,,,,,,,,,,Spodoptera frugiperda,Mus musculus,23.688,,,SLC6A4
,,,,,,,,,,,,,,Spodoptera frugiperda,Mus musculus,23.718,,,SLC6A4
5I75,"Coleman, J.A., Green, E.M., Gouaux, E.","100 mM Tris pH 8.5, 25-125 mM KCl, 32.5-34% PEG 400, 0.5% 6-aminohexanoic acid",,PMC4898786,27049939,2016-04-13,"68P, 69D",5I75,6,experimental,3.49,10.1038/nature17629,X-ray structures and mechanism of the human serotonin transporter.,Homo sapiens,Homo sapiens,61.69,Hetero 3-mer,,SLC6A4
,,,,,,,,,,,,,,Spodoptera frugiperda,Mus musculus,23.688,,,SLC6A4
,,,,,,,,,,,,,,Spodoptera frugiperda,Mus musculus,23.718,,,SLC6A4
6DZW,"Coleman, J.A., Yang, D., Gouaux, E.",,,PMC6750207,31019304,2019-04-24,8PR,6DZW,5,experimental,,10.1038/s41586-019-1135-1,Serotonin transporter-ibogaine complexes illuminate mechanisms of inhibition and transport.,Homo sapiens,Homo sapiens,60.479,Hetero 4-mer,N-Glycosylation,SLC6A4
,,,,,,,,,,,,,,Escherichia coli,Mus musculus,26.22,,,SLC6A4
,,,,,,,,,,,,,,Mus musculus,Mus musculus,12.981,,,SLC6A4
,,,,,,,,,,,,,,Mus musculus,Mus musculus,11.776,,,SLC6A4
6VRH,"Coleman, J.A., Navratna, V., Yang, D.",,,PMC7470834,32618269,2020-03-11,8PR,6VRH,3,experimental,,10.7554/eLife.56427,Chemical and structural investigation of the paroxetine-human serotonin transporter complex.,Homo sapiens,Homo sapiens,70.371,Hetero 3-mer,,SLC6A4
,,,,,,,,,,,,,,Spodoptera frugiperda,Mus musculus,23.718,,,SLC6A4
,,,,,,,,,,,,,,Spodoptera frugiperda,Mus musculus,23.688,,,SLC6A4
6VRK,"Coleman, J.A., Navratna, V., Yang, D.",,,PMC7470834,32618269,2020-03-11,,6VRK,3,experimental,,10.7554/eLife.56427,Chemical and structural investigation of the paroxetine-human serotonin transporter complex.,Homo sapiens,Homo sapiens,70.371,Hetero 3-mer,,SLC6A4
,,,,,,,,,,,,,,Spodoptera frugiperda,Mus musculus,23.718,,,SLC6A4
,,,,,,,,,,,,,,Spodoptera frugiperda,Mus musculus,23.688,,,SLC6A4
6AWN,"Coleman, J.A., Gouaux, E.","0.1 M Tris-HCl pH 8.5, 40 mM Li2S04, 40 mM Na2S04, 34.5% PEG 400, 0.5% 6-aminohexanoic acid",,PMC5962350,29379174,2017-10-25,8PR,6AWN,6,experimental,3.62,10.1038/s41594-018-0026-8,Structural basis for recognition of diverse antidepressants by the human serotonin transporter.,Homo sapiens,Homo sapiens,61.704,Hetero 3-mer,,SLC6A4
,,,,,,,,,,,,,,Spodoptera frugiperda,Mus musculus,24.854,,,SLC6A4
,,,,,,,,,,,,,,Spodoptera frugiperda,Mus musculus,23.718,,,SLC6A4
6AWO,"Coleman, J.A., Gouaux, E.","50 mM Tris-HCl pH 8.5, 75 mM Li2SO4, 75 mM Na2SO4, 35% PEG 400, 0.5% 6-aminohexanoic acid",,PMC5962350,29379174,2017-10-25,SRE,6AWO,6,experimental,3.53,10.1038/s41594-018-0026-8,Structural basis for recognition of diverse antidepressants by the human serotonin transporter.,Homo sapiens,Homo sapiens,61.69,Hetero 3-mer,,SLC6A4
,,,,,,,,,,,,,,Spodoptera frugiperda,Mus musculus,24.854,,,SLC6A4
,,,,,,,,,,,,,,Spodoptera frugiperda,Mus musculus,23.718,,,SLC6A4
,,,,,,,,,,,,,,,,,,,SLC19A1
7XPZ,"Zhang, Q.X., Zhang, X.Y., Zhu, Y.L., Sun, P.P., Gao, A., Zhang, L.G., Gao, P.",,,3931520,36265513,2022-10-05,,7XPZ,,experimental,,10.1038/s41586-022-05452-z,Recognition of cyclic dinucleotides and folates by human SLC19A1.,Spodoptera frugiperda,Homo sapiens,60.556,Monomer,,SLC19A1
7XQ1,"Zhang, Q.X., Zhang, X.Y., Zhu, Y.L., Sun, P.P., Gao, A., Zhang, L.G., Gao, P.",,,3931520,36265513,2022-10-05,,7XQ1,,experimental,,10.1038/s41586-022-05452-z,Recognition of cyclic dinucleotides and folates by human SLC19A1.,Spodoptera frugiperda,Homo sapiens,60.556,Monomer,,SLC19A1
7TX7,"Wright, N.J., Fedor, J.G., Lee, S.-Y.",,,PMC9822521,36071163,2022-09-21,,7TX7,,experimental,,10.1038/s41586-022-05168-0,Methotrexate recognition by the human reduced folate carrier SLC19A1.,Homo sapiens,"Homo sapiens, Escherichia coli",74.797,Monomer,,SLC19A1
7XQ0,"Zhang, Q.X., Zhang, X.Y., Zhu, Y.L., Sun, P.P., Gao, A., Zhang, L.G., Gao, P.",,,3931520,36265513,2022-10-05,,7XQ0,,experimental,,10.1038/s41586-022-05452-z,Recognition of cyclic dinucleotides and folates by human SLC19A1.,Spodoptera frugiperda,Homo sapiens,60.556,Monomer,,SLC19A1
7XQ2,"Zhang, Q.X., Zhang, X.Y., Zhu, Y.L., Sun, P.P., Gao, A., Zhang, L.G., Gao, P.",,,3931520,36265513,2022-10-05,,7XQ2,,experimental,,10.1038/s41586-022-05452-z,Recognition of cyclic dinucleotides and folates by human SLC19A1.,Spodoptera frugiperda,Homo sapiens,60.556,Monomer,,SLC19A1
8GOE,"Zhang, Q.X., Zhang, X.Y., Zhu, Y.L., Sun, P.P., Gao, A., Zhang, L.G., Gao, P.",,,3931520,36265513,2022-10-05,,8GOE,,experimental,,10.1038/s41586-022-05452-z,Recognition of cyclic dinucleotides and folates by human SLC19A1.,Spodoptera frugiperda,Homo sapiens,60.556,Monomer,,SLC19A1
8GOF,"Zhang, Q.X., Zhang, X.Y., Zhu, Y.L., Sun, P.P., Gao, A., Zhang, L.G., Gao, P.",,,3931520,36265513,2022-10-05,,8GOF,,experimental,,10.1038/s41586-022-05452-z,Recognition of cyclic dinucleotides and folates by human SLC19A1.,Spodoptera frugiperda,Homo sapiens,60.556,Monomer,,SLC19A1
7TX6,"Wright, N.J., Fedor, J.G., Lee, S.-Y.",,,PMC9822521,36071163,2022-09-21,,7TX6,,experimental,,10.1038/s41586-022-05168-0,Methotrexate recognition by the human reduced folate carrier SLC19A1.,Homo sapiens,"Homo sapiens, Escherichia coli",74.797,Monomer,,SLC19A1
7XTK,"Zhang, M.F., Shan, Y.Y.",,,,,2023-06-21,,7XTK,,experimental,,,Structure of human SLC19A1.,Homo sapiens,Homo sapiens,64.927,Monomer,,SLC19A1
8HII,"Zhang, Z., Dang, Y.",,,PMC9794768,36575193,2022-12-21,,8HII,5,experimental,,10.1038/s41421-022-00508-w,Molecular mechanism of substrate recognition by folate transporter SLC19A1.,Homo sapiens,"Escherichia coli, Homo sapiens",75.11,Hetero 4-mer,,SLC19A1
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,27.759,,,SLC19A1
,,,,,,,,,,,,,,Escherichia coli BL21,Lama glama,16.674,,,SLC19A1
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,25.576,,,SLC19A1
8HIJ,"Zhang, Z., Dang, Y.",,,PMC9794768,36575193,2022-12-21,,8HIJ,5,experimental,,10.1038/s41421-022-00508-w,Molecular mechanism of substrate recognition by folate transporter SLC19A1.,Homo sapiens,"Escherichia coli, Homo sapiens",75.11,Hetero 4-mer,,SLC19A1
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,27.759,,,SLC19A1
,,,,,,,,,,,,,,Escherichia coli BL21,Lama glama,16.674,,,SLC19A1
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,25.576,,,SLC19A1
8HIK,"Zhang, Z., Dang, Y.",,,PMC9794768,36575193,2022-12-21,,8HIK,5,experimental,,10.1038/s41421-022-00508-w,Molecular mechanism of substrate recognition by folate transporter SLC19A1.,Homo sapiens,"Escherichia coli, Homo sapiens",75.11,Hetero 4-mer,,SLC19A1
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,27.759,,,SLC19A1
,,,,,,,,,,,,,,Escherichia coli BL21,Lama glama,16.674,,,SLC19A1
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,25.576,,,SLC19A1
8DEP,"Wright, N.J., Fedor, J.G., Lee, S.-Y.",,,PMC9822521,36071163,2022-09-21,,8DEP,,experimental,,10.1038/s41586-022-05168-0,Methotrexate recognition by the human reduced folate carrier SLC19A1.,Homo sapiens,Homo sapiens,74.797,Monomer,,SLC19A1
,,,,,,,,,,,,,,,,,,,SLC1A2
